0|16|-9.5|4.9376|-4.5624|1.005812304|-3.556587696|1.341083072|-3.221316928|1.67635384|-2.88604616|2.011624608|-2.550775392
230|51|-15.4|15.7386|0.3386|3.206026719|3.544626719|4.274702292|4.613302292|5.343377865|5.681977865|6.412053438|6.750653438
512|86|-21.6|26.5396|4.9396|5.406241134|10.34584113|7.208321512|12.14792151|9.01040189|13.95000189|10.81248227|15.75208227
735|112|-26.7|34.5632|7.8632|7.040686128|14.90388613|9.387581504|17.2507815|11.73447688|19.59767688|14.08137226|21.94457226
973|184|-41.1|56.7824|15.6824|11.5668415|27.2492415|15.42245533|31.10485533|19.27806916|34.96046916|23.13368299|38.81608299
1170|232|-50.3|71.5952|21.2952|14.58427841|35.87947841|19.44570454|40.74090454|24.30713068|45.60233068|29.16855682|50.46375682
1323|235|-51|72.521|21.521|14.77286821|36.29386821|19.69715762|41.21815762|24.62144702|46.14244702|29.54573643|51.06673643
1470|245|-52.9|75.607|22.707|15.4015009|38.1085009|20.53533454|43.24233454|25.66916817|48.37616817|30.80300181|53.51000181
